person_age;person_income;person_emp_length;loan_amnt;loan_int_rate;loan_percent_income;cb_person_cred_hist_length;dti_ratio;taxa_juros_alta;loan_grade_num;cb_default_flag;home_MORTGAGE;home_OTHER;home_OWN;home_RENT;intent_DEBTCONSOLIDATION;intent_EDUCATION;intent_HOMEIMPROVEMENT;intent_MEDICAL;intent_PERSONAL;intent_VENTURE;loan_status_real;loan_status_pred;probabilidade_default;risco_categoria;loan_intent;person_home_ownership
22;50000;6,0;15000;6,03;0,3;2;0,3;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0,0184537821219899;Muito Baixo;EDUCATION;RENT
23;80000;1,0;7000;7,14;0,09;2;0,0875;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0,0006201781174879;Muito Baixo;VENTURE;RENT
26;68000;2,0;3600;6,54;0,05;3;0,0529411764705882;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0,0111342235828531;Muito Baixo;MEDICAL;MORTGAGE
24;42000;8,0;15000;15,27;0,36;3;0,3571428571428571;1;3;0;0;0;0;1;0;1;0;0;0;0;1;1;0,9948305689406708;Muito Alto;EDUCATION;RENT
30;170000;14,0;25000;15,2;0,15;8;0,1470588235294117;1;4;0;0;0;0;1;0;1;0;0;0;0;0;0;0,1414511836339244;Muito Baixo;EDUCATION;RENT
34;52000;15,0;8000;11,14;0,15;7;0,1538461538461538;1;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0,0661564957309525;Muito Baixo;PERSONAL;MORTGAGE
26;36000;0,0;6350;8,94;0,18;4;0,1763888888888889;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0,050866594623558;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
33;56000;13,0;12000;6,62;0,21;6;0,2142857142857142;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0,0649273275702495;Muito Baixo;MEDICAL;MORTGAGE
36;32000;4,0;3600;13,49;0,11;11;0,1125;1;3;1;0;0;1;0;0;1;0;0;0;0;0;0;0,0013081480761878;Muito Baixo;EDUCATION;OWN
26;108000;2,0;25000;15,05;0,23;2;0,2314814814814814;1;4;0;0;0;0;1;0;0;0;0;1;0;1;1;0,9386481741329716;Muito Alto;PERSONAL;RENT
41;78000;3,0;6000;9,63;0,08;11;0,0769230769230769;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0,0863599485385111;Muito Baixo;HOMEIMPROVEMENT;RENT
26;54000;7,0;25000;14,83;0,46;2;0,4629629629629629;1;4;1;0;0;0;1;1;0;0;0;0;0;1;1;0,9998549453836963;Muito Alto;DEBTCONSOLIDATION;RENT
25;90000;6,0;8500;15,21;0,09;3;0,0944444444444444;1;4;1;1;0;0;0;0;0;0;0;1;0;0;0;0,0967476422444511;Muito Baixo;PERSONAL;MORTGAGE
30;70000;0,0;3000;13,98;0,04;9;0,0428571428571428;1;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0427235990706679;Muito Baixo;MEDICAL;RENT
27;80000;11,0;5000;8,0;0,06;10;0,0625;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0,0007890643960418;Muito Baixo;VENTURE;MORTGAGE
28;29950;4,0;3825;14,27;0,13;8;0,1277128547579298;1;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0,2927530922734775;Baixo;EDUCATION;RENT
27;130000;12,0;21000;10,99;0,16;9;0,1615384615384615;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;1,881888533446419e-05;Muito Baixo;VENTURE;OWN
27;60000;4,0;10425;9,45;0,17;8;0,17375;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0,0008517683566946;Muito Baixo;MEDICAL;OWN
23;30000;1,0;4000;15,65;0,13;4;0,1333333333333333;1;4;1;0;0;1;0;1;0;0;0;0;0;0;0;0,0091928531728903;Muito Baixo;DEBTCONSOLIDATION;OWN
31;238000;14,0;12000;14,09;0,05;10;0,0504201680672268;1;4;1;1;0;0;0;1;0;0;0;0;0;1;1;0,9743338534697208;Muito Alto;DEBTCONSOLIDATION;MORTGAGE
29;71500;3,0;6000;9,63;0,08;10;0,0839160839160839;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0,0344719263717866;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
21;24000;2,0;7000;11,86;0,29;3;0,2916666666666667;1;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0,0010459736073816;Muito Baixo;PERSONAL;OWN
32;67000;12,0;20000;11,83;0,3;7;0,2985074626865671;1;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0,0021260105570162;Muito Baixo;HOMEIMPROVEMENT;OWN
28;95000;0,0;4500;10,99;0,05;7;0,0473684210526315;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0,0277208133491356;Muito Baixo;MEDICAL;MORTGAGE
23;105000;7,0;7200;11,71;0,07;2;0,0685714285714285;1;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0270909868489848;Muito Baixo;MEDICAL;RENT
27;75000;11,0;6000;15,21;0,08;9;0,08;1;4;1;0;0;0;1;0;0;0;0;0;1;0;0;0,1815640464258555;Muito Baixo;VENTURE;RENT
26;50400;0,0;6725;10,62;0,13;4;0,1334325396825396;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;1,5504873242103633e-05;Muito Baixo;VENTURE;OWN
32;80000;2,0;25000;10,99;0,31;8;0,3125;0;2;0;0;0;0;1;0;0;0;0;0;1;1;1;0,9965616002230736;Muito Alto;VENTURE;RENT
27;27180;4,0;4800;7,14;0,18;10;0,1766004415011037;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0196297915465844;Muito Baixo;MEDICAL;RENT
28;65000;1,0;7500;10,96;0,12;5;0,1153846153846153;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;1,3635661373570844e-05;Muito Baixo;VENTURE;OWN
34;113000;6,0;9600;13,48;0,08;9;0,0849557522123893;1;3;1;0;0;0;1;0;1;0;0;0;0;0;0;0,1015357368598032;Muito Baixo;EDUCATION;RENT
23;50400;7,0;2500;10,99;0,05;2;0,0496031746031746;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0,0012192583537435;Muito Baixo;VENTURE;MORTGAGE
24;97000;3,0;6400;15,96;0,07;2;0,0659793814432989;1;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0,2309467456488816;Baixo;DEBTCONSOLIDATION;MORTGAGE
26;61754;7,0;10000;14,83;0,14;4;0,1619328302620073;1;4;0;1;0;0;0;0;0;0;1;0;0;1;1;0,9924333745928162;Muito Alto;MEDICAL;MORTGAGE
29;90000;13,0;21000;11,99;0,23;10;0,2333333333333333;1;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0,0529010724179457;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
23;20000;0,0;3200;16,0;0,16;2;0,16;1;5;0;0;0;0;1;0;0;0;0;0;1;1;1;0,9589362283723588;Muito Alto;VENTURE;RENT
22;91800;0,0;16800;15,62;0,16;4;0,1830065359477124;1;4;1;1;0;0;0;0;0;0;1;0;0;1;1;0,9921204504488348;Muito Alto;MEDICAL;MORTGAGE
27;32000;2,0;8600;16,02;0,27;6;0,26875;1;4;1;0;0;0;1;0;0;0;1;0;0;1;1;0,9840117049153448;Muito Alto;MEDICAL;RENT
24;128000;4,0;12000;6,03;0,09;2;0,09375;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0,0036079865647543;Muito Baixo;EDUCATION;MORTGAGE
32;53500;1,0;4200;13,98;0,08;10;0,0785046728971962;1;3;1;0;0;0;1;0;0;0;0;1;0;0;0;0,1212834109017742;Muito Baixo;PERSONAL;RENT
32;40000;2,0;4000;9,99;0,1;8;0,1;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0,0720097596296634;Muito Baixo;PERSONAL;RENT
24;33048;6,0;10600;11,97;0,32;3;0,3207455821834907;1;3;1;0;0;0;1;0;1;0;0;0;0;1;1;0,9931689117704072;Muito Alto;EDUCATION;RENT
25;70000;4,0;6300;10,37;0,09;4;0,09;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0,0009744390383535;Muito Baixo;VENTURE;MORTGAGE
39;60000;7,0;6800;17,49;0,11;14;0,1133333333333333;1;4;1;0;0;1;0;0;0;0;0;0;1;0;0;0,0006141714079733;Muito Baixo;VENTURE;OWN
31;61150;0,0;5100;11,49;0,08;8;0,0834014717906786;1;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0,0627713027927094;Muito Baixo;DEBTCONSOLIDATION;RENT
25;78000;1,0;6000;9,63;0,08;4;0,0769230769230769;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0,150733854637696;Muito Baixo;PERSONAL;RENT
24;100000;2,0;24000;10,99;0,24;4;0,24;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0,0015884680094778;Muito Baixo;HOMEIMPROVEMENT;OWN
24;70000;2,0;8950;11,89;0,13;2;0,1278571428571428;1;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0,0363787305837714;Muito Baixo;MEDICAL;MORTGAGE
33;36000;5,0;5600;11,99;0,16;7;0,1555555555555555;1;2;0;0;0;0;1;0;0;0;0;1;0;1;0;0,1306592115768154;Muito Baixo;PERSONAL;RENT
25;18000;3,0;8500;10,28;0,47;4;0,4722222222222222;0;3;1;0;0;0;1;0;1;0;0;0;0;1;1;0,9997523412277326;Muito Alto;EDUCATION;RENT
30;34000;0,0;12000;12,87;0,35;6;0,3529411764705882;1;3;0;0;0;0;1;1;0;0;0;0;0;1;1;0,9927407887085996;Muito Alto;DEBTCONSOLIDATION;RENT
22;76500;2,0;15000;13,48;0,2;4;0,196078431372549;1;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0,0919203193901571;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
29;54000;8,0;7500;7,49;0,14;7;0,1388888888888889;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0,1581869414168819;Muito Baixo;MEDICAL;MORTGAGE
24;32000;4,0;4500;7,29;0,14;4;0,140625;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0540345380104678;Muito Baixo;MEDICAL;RENT
37;36000;7,0;9000;7,49;0,25;17;0,25;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0,0480991126444874;Muito Baixo;EDUCATION;MORTGAGE
30;96300;1,0;18000;13,98;0,19;9;0,1869158878504672;1;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0,132091254332283;Muito Baixo;EDUCATION;MORTGAGE
35;73000;9,0;14000;14,59;0,19;8;0,1917808219178082;1;4;1;0;0;0;1;0;0;0;0;0;1;0;0;0,2747265930316734;Baixo;VENTURE;RENT
27;56000;2,0;14000;10,65;0,25;10;0,25;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0,0468556985452685;Muito Baixo;PERSONAL;RENT
26;85000;3,0;4000;9,25;0,05;2;0,0470588235294117;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0,0219160528233509;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
23;51000;6,0;17500;14,09;0,34;2;0,3431372549019608;1;4;1;1;0;0;0;1;0;0;0;0;0;1;1;0,9834280288237052;Muito Alto;DEBTCONSOLIDATION;MORTGAGE
23;100000;8,0;16000;6,17;0,16;2;0,16;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0,008709258147212;Muito Baixo;PERSONAL;MORTGAGE
25;70000;3,0;5600;7,9;0,08;3;0,08;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0149815465489876;Muito Baixo;MEDICAL;RENT
24;74400;1,0;3500;7,29;0,05;3;0,0470430107526881;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0183054558342161;Muito Baixo;MEDICAL;RENT
23;103000;4,0;16800;13,11;0,16;4;0,1631067961165048;1;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0,0837695599441688;Muito Baixo;DEBTCONSOLIDATION;RENT
24;57000;5,0;8000;5,42;0,14;4;0,1403508771929824;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0,0318854484215374;Muito Baixo;HOMEIMPROVEMENT;MORTGAGE
29;120000;1,0;17500;12,87;0,15;5;0,1458333333333333;1;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0407345529721355;Muito Baixo;MEDICAL;RENT
27;62000;1,0;3275;9,33;0,05;8;0,0528225806451612;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0,0595640579638432;Muito Baixo;HOMEIMPROVEMENT;MORTGAGE
23;24091;5,0;3500;12,99;0,15;2;0,1452824706321863;1;3;1;1;0;0;0;0;0;0;0;1;0;0;0;0,1248126396669255;Muito Baixo;PERSONAL;MORTGAGE
23;57996;7,0;7200;7,49;0,12;2;0,1241464928615766;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0,0597798147434362;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
22;54000;4,0;5600;9,63;0,1;3;0,1037037037037037;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0,0042759550625962;Muito Baixo;VENTURE;RENT
21;42000;5,0;1500;5,79;0,04;3;0,0357142857142857;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0,0149115746404708;Muito Baixo;EDUCATION;RENT
23;30000;2,0;10000;15,31;0,33;4;0,3333333333333333;1;4;1;0;0;0;1;0;0;1;0;0;0;1;1;0,9999591400726692;Muito Alto;HOMEIMPROVEMENT;RENT
23;24000;2,0;4000;10,99;0,17;4;0,1666666666666666;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0,0782222405022292;Muito Baixo;DEBTCONSOLIDATION;RENT
27;60000;12,0;2000;15,7;0,03;6;0,0333333333333333;1;4;1;1;0;0;0;0;0;0;1;0;0;1;1;0,9708305336524722;Muito Alto;MEDICAL;MORTGAGE
22;27360;5,0;5000;7,51;0,18;2;0,1827485380116959;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0,0764266747137774;Muito Baixo;EDUCATION;RENT
25;44000;4,0;5550;14,11;0,13;4;0,1261363636363636;1;4;1;1;0;0;0;0;0;0;1;0;0;1;1;0,9697688750167064;Muito Alto;MEDICAL;MORTGAGE
22;59000;2,0;21000;10,71;0,36;3;0,3559322033898305;0;2;0;0;0;0;1;0;0;0;0;1;0;1;1;0,9955156730392164;Muito Alto;PERSONAL;RENT
22;63000;6,0;3700;5,42;0,06;4;0,0587301587301587;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0,0106305955116225;Muito Baixo;EDUCATION;MORTGAGE
22;71004;6,0;1800;11,12;0,03;4;0,0253506844684806;1;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0,0523122933401572;Muito Baixo;PERSONAL;RENT
26;71400;10,0;16000;15,31;0,19;4;0,2240896358543417;1;4;1;0;0;0;1;0;0;0;1;0;0;1;1;0,968543586891246;Muito Alto;MEDICAL;RENT
41;110004;7,0;25000;12,73;0,23;14;0,2272644631104323;1;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0,0943413933028784;Muito Baixo;EDUCATION;MORTGAGE
26;120000;5,0;8000;7,29;0,07;2;0,0666666666666666;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0,0116079638651649;Muito Baixo;EDUCATION;MORTGAGE
24;65004;4,0;8000;8,49;0,12;2;0,1230693495784874;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0,0697835710129034;Muito Baixo;PERSONAL;RENT
25;116000;9,0;19950;9,96;0,17;4;0,1719827586206896;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0,0008863253692432;Muito Baixo;VENTURE;MORTGAGE
25;28000;4,0;12200;12,53;0,44;4;0,4357142857142857;1;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0,0020566224809693;Muito Baixo;VENTURE;OWN
25;90000;5,0;7500;6,76;0,08;4;0,0833333333333333;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0,0088533622195784;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
27;150000;0,0;10000;8,59;0,07;9;0,0666666666666666;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0,0005100485628374;Muito Baixo;EDUCATION;OWN
36;47500;8,0;2700;5,79;0,06;14;0,0568421052631578;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0,0438912918486774;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
35;165000;3,0;8000;11,49;0,05;8;0,0484848484848484;1;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0,026585773185338;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
30;44760;1,0;3300;11,71;0,07;8;0,0737265415549597;1;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0,0827452978191149;Muito Baixo;EDUCATION;RENT
22;47472;6,0;20000;11,83;0,42;3;0,4213009774182676;1;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0,010551625104283;Muito Baixo;VENTURE;MORTGAGE
25;25000;4,0;1600;12,98;0,06;3;0,064;1;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0,221165122479839;Baixo;MEDICAL;RENT
24;87000;5,0;10000;10,36;0,11;3;0,1149425287356321;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0,032976274631829;Muito Baixo;MEDICAL;MORTGAGE
23;28800;1,0;9250;14,35;0,32;3;0,3211805555555556;1;3;1;0;0;0;1;0;0;0;0;0;1;1;1;0,9924103094464358;Muito Alto;VENTURE;RENT
26;70000;10,0;4075;5,42;0,06;3;0,0582142857142857;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0,0074240261368043;Muito Baixo;PERSONAL;RENT
21;38400;5,0;5000;10,59;0,13;3;0,1302083333333333;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0,0798886335983684;Muito Baixo;EDUCATION;RENT
42;85000;3,0;5750;12,99;0,07;15;0,0676470588235294;1;3;1;0;0;0;1;0;0;0;0;0;1;0;0;0,0147817824892827;Muito Baixo;VENTURE;RENT
26;50500;0,0;4050;7,88;0,08;4;0,0801980198019802;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0,0815870309208967;Muito Baixo;HOMEIMPROVEMENT;RENT
24;37200;8,0;7200;7,9;0,19;4;0,1935483870967742;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0,1280600573495971;Muito Baixo;DEBTCONSOLIDATION;RENT
23;38004;2,0;4500;7,88;0,12;2;0,1184085885696242;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0,0355500786348778;Muito Baixo;EDUCATION;RENT
41;70000;2,0;10000;7,88;0,14;13;0,1428571428571428;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0,0215921820461479;Muito Baixo;HOMEIMPROVEMENT;RENT
22;50400;0,0;12000;7,9;0,24;3;0,238095238095238;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0,0007884188657866;Muito Baixo;VENTURE;MORTGAGE
25;90000;3,0;25000;10,39;0,28;3;0,2777777777777778;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0,0009850271353731;Muito Baixo;VENTURE;MORTGAGE
25;175000;2,0;25000;8,9;0,14;2;0,1428571428571428;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0,0334529891990387;Muito Baixo;PERSONAL;RENT
25;16200;2,0;1500;6,91;0,09;4;0,0925925925925925;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0,1188564985277257;Muito Baixo;MEDICAL;RENT
34;38000;3,0;10500;13,49;0,28;5;0,2763157894736842;1;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0,075067577575179;Muito Baixo;MEDICAL;RENT
25;31416;5,0;8000;12,61;0,25;4;0,2546473134708429;1;3;1;0;0;0;1;0;0;0;0;1;0;0;0;0,399804796296611;Baixo;PERSONAL;RENT
22;38000;5,0;10000;13,49;0,26;2;0,2631578947368421;1;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0,1689564551018325;Muito Baixo;PERSONAL;RENT
32;96000;7,0;20000;14,42;0,21;9;0,2083333333333333;1;4;0;0;0;0;1;0;0;0;0;1;0;0;0;0,1008616797396367;Muito Baixo;PERSONAL;RENT
34;158000;2,0;12000;13,48;0,08;8;0,0759493670886076;1;3;0;1;0;0;0;0;0;0;0;0;1;1;0;0,0410753586799685;Muito Baixo;VENTURE;MORTGAGE
24;26000;3,0;7850;9,96;0,3;2;0,3019230769230769;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0576989638566167;Muito Baixo;MEDICAL;RENT
28;52000;10,0;13600;7,88;0,26;5;0,2615384615384615;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0,0425637843713823;Muito Baixo;DEBTCONSOLIDATION;MORTGAGE
27;67200;2,0;10750;6,91;0,16;6;0,159970238095238;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0,0254114933067979;Muito Baixo;HOMEIMPROVEMENT;MORTGAGE
21;35324;4,0;6000;10,99;0,17;4;0,1698561884271316;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0,0602544352055137;Muito Baixo;EDUCATION;RENT
23;200000;0,0;5000;7,43;0,03;2;0,025;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0,0038895634996057;Muito Baixo;EDUCATION;MORTGAGE
24;43000;6,0;6000;10,65;0,14;3;0,1395348837209302;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0,1063293815021002;Muito Baixo;MEDICAL;MORTGAGE
23;119500;4,0;24000;7,51;0,2;2;0,200836820083682;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0,0119775544197019;Muito Baixo;PERSONAL;MORTGAGE
27;54000;1,0;27575;10,99;0,51;5;0,5106481481481482;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0,3677301262317201;Baixo;HOMEIMPROVEMENT;MORTGAGE
24;60000;8,0;3000;10,65;0,05;2;0,05;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0,0720591242019156;Muito Baixo;EDUCATION;MORTGAGE
25;37200;4,0;10000;9,91;0,27;3;0,2688172043010752;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0,1587123346609887;Muito Baixo;EDUCATION;MORTGAGE
25;32000;2,0;1000;19,03;0,03;4;0,03125;1;5;0;0;0;0;1;0;0;0;1;0;0;1;1;0,9665036370261432;Muito Alto;MEDICAL;RENT
35;49872;2,0;8400;7,29;0,17;9;0,1684311838306063;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0,0006062597044942;Muito Baixo;VENTURE;RENT
24;90000;8,0;24000;17,56;0,27;3;0,2666666666666666;1;5;0;1;0;0;0;0;0;1;0;0;0;0;0;0,1847964128860048;Muito Baixo;HOMEIMPROVEMENT;MORTGAGE
26;70000;3,0;5000;17,39;0,07;2;0,0714285714285714;1;5;0;0;0;0;1;0;1;0;0;0;0;0;0;0,2902093035884346;Baixo;EDUCATION;RENT
36;9600;1,0;3250;11,49;0,34;15;0,3385416666666667;1;2;0;1;0;0;0;0;0;0;0;0;1;1;1;0,9641580216899248;Muito Alto;VENTURE;MORTGAGE
24;44000;4,0;4000;7,49;0,09;3;0,0909090909090909;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0,1302920540386626;Muito Baixo;MEDICAL;MORTGAGE
22;52000;6,0;18000;13,48;0,35;4;0,3461538461538461;1;3;0;0;0;0;1;0;1;0;0;0;0;1;1;0,9870989538084493;Muito Alto;EDUCATION;RENT
23;78000;7,0;6150;7,88;0,08;2;0,0788461538461538;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0,1073716177564999;Muito Baixo;EDUCATION;MORTGAGE
34;128000;0,0;25000;17,39;0,2;5;0,1953125;1;5;0;0;0;1;0;1;0;0;0;0;0;1;1;0,7506553277338803;Alto;DEBTCONSOLIDATION;OWN
36;25200;0,0;8700;12,23;0,35;14;0,3452380952380952;1;3;1;1;0;0;0;0;1;0;0;0;0;1;0;0,3998958060731086;Baixo;EDUCATION;MORTGAGE
41;90000;0,0;5000;14,26;0,06;13;0,0555555555555555;1;3;1;0;0;0;1;0;0;0;0;0;1;0;0;0,04015853282939;Muito Baixo;VENTURE;RENT
24;46809;4,0;5000;12,18;0,11;2;0,1068170650943194;1;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0,2012444954452595;Baixo;MEDICAL;RENT
23;28800;6,0;5000;11,99;0,17;4;0,1736111111111111;1;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0,2002146422736632;Baixo;MEDICAL;MORTGAGE
23;69000;3,0;15000;10,65;0,22;4;0,217391304347826;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0,0816809027973222;Muito Baixo;EDUCATION;RENT
25;44000;2,0;10000;15,65;0,23;2;0,2272727272727272;1;4;0;0;0;0;1;0;0;0;0;1;0;1;1;0,9841697597197142;Muito Alto;PERSONAL;RENT
23;13000;3,0;2800;15,21;0,22;2;0,2153846153846154;1;4;1;0;0;0;1;0;0;0;0;1;0;1;1;0,965728188174362;Muito Alto;PERSONAL;RENT
25;87000;5,0;5500;14,61;0,06;2;0,0632183908045977;1;4;0;0;0;1;0;0;1;0;0;0;0;0;0;0,0002288466742239;Muito Baixo;EDUCATION;OWN
22;70600;6,0;7450;13,06;0,11;4;0,1055240793201133;1;3;1;1;0;0;0;0;0;0;1;0;0;0;0;0,0499268073218689;Muito Baixo;MEDICAL;MORTGAGE
28;100000;13,0;13000;8,59;0,13;9;0,13;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0,0301403434981068;Muito Baixo;PERSONAL;MORTGAGE
23;36000;7,0;6000;8,88;0,17;2;0,1666666666666666;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0,001234631737812;Muito Baixo;EDUCATION;OWN
25;45000;4,0;15000;13,48;0,33;3;0,3333333333333333;1;3;0;0;0;0;1;1;0;0;0;0;0;1;1;0,9895573096250652;Muito Alto;DEBTCONSOLIDATION;RENT
24;124080;4,0;24000;16,49;0,19;4;0,1934235976789168;1;4;1;0;0;0;1;0;0;0;0;1;0;0;0;0,1234805654846717;Muito Baixo;PERSONAL;RENT
32;80000;0,0;6400;7,88;0,08;8;0,08;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0054193606725905;Muito Baixo;MEDICAL;RENT
23;100000;4,0;4150;10,65;0,04;4;0,0415;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0,0376185901002434;Muito Baixo;EDUCATION;RENT
29;117000;6,0;21000;10,65;0,18;9;0,1794871794871795;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0,0778590913417158;Muito Baixo;PERSONAL;RENT
26;102500;4,0;11800;6,03;0,12;2;0,1151219512195122;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0,0047796280292;Muito Baixo;EDUCATION;MORTGAGE
23;67000;7,0;10000;7,49;0,15;3;0,1492537313432835;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0,0009118901525401;Muito Baixo;VENTURE;MORTGAGE
25;35000;9,0;7200;8,9;0,21;3;0,2057142857142857;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0,0549958806904299;Muito Baixo;MEDICAL;RENT
24;70000;2,0;13000;10,0;0,19;2;0,1857142857142857;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0,0316523068700053;Muito Baixo;EDUCATION;RENT
24;33600;2,0;9450;7,66;0,28;2;0,28125;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0,2081015055842288;Baixo;PERSONAL;RENT
24;14400;3,0;1800;6,92;0,13;3;0,125;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0,1314675603930604;Muito Baixo;DEBTCONSOLIDATION;RENT
