person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,dti_ratio,taxa_juros_alta,loan_grade_num,cb_default_flag,home_MORTGAGE,home_OTHER,home_OWN,home_RENT,intent_DEBTCONSOLIDATION,intent_EDUCATION,intent_HOMEIMPROVEMENT,intent_MEDICAL,intent_PERSONAL,intent_VENTURE,loan_status_real,loan_status_pred,probabilidade_default,risco_categoria
23,28800,5.0,2800,10.38,0.1,2,0.0972222222222222,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.09579467736181406,Muito Baixo
23,30000,6.0,2400,13.48,0.08,4,0.08,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2608426849952413,Baixo
27,34000,7.0,7000,15.96,0.21,10,0.2058823529411764,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0.3290001563208448,Baixo
32,130000,3.0,5000,10.99,0.04,9,0.0384615384615384,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0.028767669099776644,Muito Baixo
26,92000,0.0,5600,11.46,0.06,3,0.0608695652173913,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0.01799040527991568,Muito Baixo
26,79500,1.0,6000,11.36,0.08,2,0.0754716981132075,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2777324081553498,Baixo
29,74100,3.0,4500,13.61,0.06,8,0.0607287449392712,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0.09977252179797844,Muito Baixo
30,62400,2.0,6000,6.03,0.1,10,0.0961538461538461,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.012195750768353919,Muito Baixo
28,38196,5.0,10750,10.75,0.28,8,0.281443083045345,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.08853377551250605,Muito Baixo
24,183000,2.0,20000,11.49,0.11,3,0.1092896174863388,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0339374019491214,Muito Baixo
22,65000,6.0,3000,13.92,0.05,4,0.0461538461538461,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0004495584001548092,Muito Baixo
25,50606,3.0,6200,7.49,0.12,4,0.122515116784571,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.020480617583417165,Muito Baixo
21,26784,4.0,2000,6.99,0.07,3,0.0746714456391875,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.06590536890390264,Muito Baixo
24,30000,0.0,12000,6.91,0.4,3,0.4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.9954727362363442,Muito Alto
28,64049,7.0,20000,12.69,0.31,8,0.3122609252291214,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.13126197770268555,Muito Baixo
29,42000,0.0,7500,12.87,0.18,8,0.1785714285714285,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0.11576676697635085,Muito Baixo
29,82600,6.0,19450,9.91,0.24,10,0.2354721549636803,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0009052467745350051,Muito Baixo
22,105000,6.0,12800,11.83,0.12,3,0.1219047619047619,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0.06332900582716272,Muito Baixo
24,60000,8.0,12000,9.62,0.2,4,0.2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.00089342484621993,Muito Baixo
25,33000,6.0,2500,10.59,0.08,2,0.0757575757575757,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.2681704516756701,Baixo
23,80796,7.0,5000,7.49,0.06,3,0.0618842516956284,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.016721415485526345,Muito Baixo
28,22884,4.0,4800,10.38,0.21,7,0.2097535395909806,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.13624097963242207,Muito Baixo
27,29120,2.0,4000,10.75,0.14,8,0.1373626373626373,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.07293170139202584,Muito Baixo
38,53712,7.0,4000,13.43,0.07,12,0.0744712540959189,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0.12976176134911627,Muito Baixo
24,47000,4.0,6000,7.66,0.13,3,0.1276595744680851,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.06988692553506867,Muito Baixo
36,55000,8.0,7500,8.9,0.14,13,0.1363636363636363,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0014494455776686713,Muito Baixo
24,112000,5.0,15000,15.31,0.13,4,0.1339285714285714,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0847334593302036,Muito Baixo
26,45000,3.0,6000,5.79,0.13,2,0.1333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.03720643080850097,Muito Baixo
30,96000,7.0,8000,6.99,0.08,10,0.0833333333333333,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0061268109363378336,Muito Baixo
33,39000,4.0,15000,17.56,0.38,5,0.3846153846153846,1,5,1,0,0,0,1,1,0,0,0,0,0,1,1,0.9998573379837866,Muito Alto
39,78200,18.0,24250,16.0,0.26,13,0.3101023017902813,1,4,1,0,0,0,1,0,0,0,1,0,0,1,1,0.9983633708149461,Muito Alto
26,71820,10.0,18000,11.83,0.25,2,0.2506265664160401,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.08935381080480133,Muito Baixo
34,65000,3.0,15000,15.31,0.23,6,0.2307692307692307,1,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0.10233502064459446,Muito Baixo
23,33195,5.0,1800,11.99,0.05,3,0.0542250338906461,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.1566739844585347,Muito Baixo
31,101000,2.0,7500,13.22,0.07,9,0.0742574257425742,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0.048975875664152145,Muito Baixo
27,51000,3.0,3500,7.88,0.07,5,0.0686274509803921,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0016223833043443733,Muito Baixo
25,60000,7.0,15000,10.99,0.25,3,0.25,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.06239658149206066,Muito Baixo
29,79200,4.0,8000,5.42,0.1,5,0.101010101010101,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.07892037547872358,Muito Baixo
32,26400,0.0,8000,7.51,0.3,6,0.303030303030303,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.003727642811575467,Muito Baixo
29,39000,12.0,16000,5.99,0.41,8,0.4102564102564102,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.19790615357835079,Muito Baixo
27,120000,4.0,20000,7.51,0.17,6,0.1666666666666666,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.009636381022839613,Muito Baixo
33,66000,2.0,20000,12.61,0.3,5,0.303030303030303,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0.30534943993675434,Baixo
23,83000,7.0,20000,13.48,0.24,2,0.2409638554216867,1,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0.1365555582078524,Muito Baixo
37,45000,1.0,9000,11.71,0.2,12,0.2,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0.05590654187105327,Muito Baixo
26,45000,9.0,10000,16.89,0.22,4,0.2222222222222222,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0.18681064779182188,Muito Baixo
28,44000,2.0,10000,13.48,0.23,8,0.2272727272727272,1,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0.16460683755765662,Muito Baixo
28,51000,2.0,20400,17.74,0.4,6,0.4,1,5,1,0,0,1,0,0,0,0,1,0,0,1,1,0.8149586458411797,Muito Alto
22,44000,6.0,6400,15.99,0.15,2,0.1454545454545454,1,4,1,1,0,0,0,0,0,0,0,0,1,1,0,0.25648256046862494,Baixo
29,100000,7.0,15000,12.04,0.15,5,0.15,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0.06466014420201135,Muito Baixo
30,50000,5.0,5000,11.14,0.1,8,0.1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.04151086303205722,Muito Baixo
25,41000,3.0,8000,10.99,0.2,4,0.1951219512195122,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0022420355929786777,Muito Baixo
23,45286,5.0,8000,7.29,0.18,4,0.1766550368767389,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.03962639581213146,Muito Baixo
31,120000,7.0,21600,19.03,0.18,5,0.18,1,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0.21714353292702362,Baixo
28,50000,2.0,3000,10.37,0.06,9,0.06,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.025216570332644378,Muito Baixo
23,33000,5.0,3600,11.58,0.11,4,0.109090909090909,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,3.741451378287374e-05,Muito Baixo
22,50004,4.0,6250,7.49,0.12,4,0.124990000799936,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.02334699009475187,Muito Baixo
24,13000,0.0,5000,8.0,0.38,2,0.3846153846153846,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0.9996516580772169,Muito Alto
41,28800,2.0,1000,13.48,0.03,13,0.0347222222222222,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0.3256216366023713,Baixo
23,91000,4.0,8000,17.19,0.09,4,0.0879120879120879,1,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0.04555954778548523,Muito Baixo
22,65500,4.0,17600,10.74,0.27,2,0.2687022900763359,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.05249144500419414,Muito Baixo
34,30636,4.0,10000,10.37,0.33,5,0.3264133698916308,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0.9946308766589974,Muito Alto
42,45000,0.0,5000,7.43,0.11,12,0.1111111111111111,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.3928084673485106e-05,Muito Baixo
33,29000,0.0,10000,13.06,0.34,9,0.3448275862068966,1,3,1,0,0,0,1,0,0,0,0,0,1,1,1,0.998617908440669,Muito Alto
32,80000,15.0,12000,5.99,0.15,8,0.15,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.00014640169828296305,Muito Baixo
27,120000,4.0,8400,7.14,0.07,8,0.07,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0006469060241735336,Muito Baixo
26,100000,10.0,12000,5.99,0.12,2,0.12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0049160575947443325,Muito Baixo
42,41000,17.0,10000,10.99,0.24,12,0.2439024390243902,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.08536411181183584,Muito Baixo
32,25000,12.0,5500,11.11,0.22,10,0.22,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0024051339905331605,Muito Baixo
39,60520,6.0,6000,15.33,0.08,15,0.0991407799074686,1,4,1,0,0,0,1,0,0,0,1,0,0,1,1,0.9864710772557679,Muito Alto
27,39000,3.0,2100,10.99,0.05,6,0.0538461538461538,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.24491420084266405,Baixo
24,60000,1.0,15000,16.89,0.25,2,0.25,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0018697538531294892,Muito Baixo
23,69600,7.0,1925,9.91,0.03,4,0.0276580459770114,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2.9802390979954738e-05,Muito Baixo
24,35000,4.0,2000,10.59,0.06,3,0.0571428571428571,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.10211270391261852,Muito Baixo
25,125000,1.0,20000,11.71,0.16,4,0.16,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.02658217831705765,Muito Baixo
23,200000,7.0,21000,12.69,0.1,2,0.105,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.002102758779168097,Muito Baixo
22,70000,4.0,13750,10.75,0.2,3,0.1964285714285714,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0009830408466562587,Muito Baixo
34,58000,18.0,4000,5.42,0.07,8,0.0689655172413793,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.03420640161276574,Muito Baixo
24,54000,8.0,13000,7.49,0.24,2,0.2407407407407407,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.11923448631901294,Muito Baixo
26,81380,9.0,14400,10.37,0.18,4,0.1769476529859916,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0593935264017454,Muito Baixo
26,105000,0.0,5000,7.68,0.05,2,0.0476190476190476,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0076166949676761304,Muito Baixo
26,39516,0.0,5000,7.74,0.13,3,0.1265310254074299,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.03224902322283356,Muito Baixo
27,63000,2.0,9500,8.07,0.15,8,0.1507936507936507,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0005616024386238247,Muito Baixo
29,145000,0.0,25000,10.08,0.17,8,0.1724137931034483,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0008933668134410284,Muito Baixo
23,46000,6.0,18250,10.75,0.4,2,0.3967391304347826,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0.996124853938613,Muito Alto
31,35000,1.0,4000,10.65,0.11,5,0.1142857142857142,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0018200445732992406,Muito Baixo
26,22000,3.0,3825,10.65,0.17,4,0.1738636363636363,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0698986516189382,Muito Baixo
23,27600,6.0,6800,8.9,0.25,3,0.2463768115942029,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.10300462490395204,Muito Baixo
39,40000,4.0,15000,5.42,0.38,13,0.375,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0005548819982634084,Muito Baixo
22,38400,4.0,5000,11.49,0.13,2,0.1302083333333333,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.08698011284411208,Muito Baixo
22,8280,4.0,2400,9.91,0.29,2,0.2898550724637681,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0.9923594976323008,Muito Alto
27,45600,6.0,3000,6.99,0.07,5,0.0657894736842105,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.033925146547437286,Muito Baixo
38,39500,4.0,5000,13.22,0.13,14,0.1265822784810126,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0.25182581115686775,Baixo
24,55000,0.0,4000,11.26,0.07,4,0.0727272727272727,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.07611328569040075,Muito Baixo
29,195000,5.0,3600,14.26,0.02,7,0.0184615384615384,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0.037595821004124126,Muito Baixo
29,34000,4.0,7500,7.49,0.22,10,0.2205882352941176,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.146342944099519,Muito Baixo
25,49200,6.0,5600,7.49,0.11,2,0.1138211382113821,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.10517236602166342,Muito Baixo
22,100000,3.0,12000,11.11,0.12,3,0.12,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0007658898927635748,Muito Baixo
33,30000,0.0,6000,10.51,0.2,10,0.2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.20130542865207016,Baixo
23,74800,1.0,20000,17.04,0.23,2,0.267379679144385,1,5,1,0,0,0,1,0,0,0,1,0,0,1,1,0.9991043714771276,Muito Alto
47,33600,12.0,10000,5.42,0.3,12,0.2976190476190476,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.058004143432910174,Muito Baixo
27,56000,3.0,12000,7.49,0.21,8,0.2142857142857142,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.037377075733409704,Muito Baixo
24,40000,1.0,3600,13.49,0.09,3,0.09,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0.05051692008850585,Muito Baixo
39,55000,0.0,3000,10.2,0.05,15,0.0545454545454545,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.034540881959872524,Muito Baixo
25,110000,9.0,8000,13.48,0.07,3,0.0727272727272727,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0.04584538414676182,Muito Baixo
23,40000,7.0,4000,10.99,0.1,4,0.1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0935710941465691,Muito Baixo
28,75000,4.0,9000,12.21,0.12,8,0.12,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.08026623571200464,Muito Baixo
24,32000,1.0,12000,7.29,0.38,2,0.375,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0.9969024753296799,Muito Alto
23,44000,1.0,13000,18.39,0.3,3,0.2954545454545454,1,5,1,0,0,0,1,0,1,0,0,0,0,1,1,0.9844050197500827,Muito Alto
37,40080,7.0,2350,7.88,0.06,12,0.0586327345309381,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.021594774246011483,Muito Baixo
22,27500,1.0,4250,10.99,0.15,2,0.1545454545454545,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0.004080413347009618,Muito Baixo
24,22800,3.0,4750,11.36,0.21,4,0.2083333333333333,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0.002029464298050047,Muito Baixo
25,45600,7.0,13000,12.99,0.29,4,0.2850877192982456,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0.14109145131057627,Muito Baixo
23,65000,0.0,12500,11.48,0.19,4,0.1923076923076923,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.025299831583944353,Muito Baixo
23,76000,7.0,20000,7.49,0.26,4,0.2631578947368421,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.04929683931216387,Muito Baixo
26,69600,3.0,5000,11.66,0.07,4,0.0718390804597701,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0.15762785769985993,Muito Baixo
26,75000,5.0,12500,5.99,0.17,4,0.1666666666666666,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.011520899947073143,Muito Baixo
21,26000,4.0,7750,13.16,0.3,3,0.2980769230769231,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0.14724546745961495,Muito Baixo
25,78000,4.0,2400,11.86,0.03,4,0.0307692307692307,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25942525804175,Baixo
23,38000,0.0,7200,7.9,0.19,4,0.1894736842105263,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.05005080653534589,Muito Baixo
25,40000,6.0,10400,9.91,0.26,4,0.26,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.09557136319876114,Muito Baixo
43,11340,4.0,1950,13.48,0.17,11,0.1719576719576719,1,3,0,0,0,0,1,0,1,0,0,0,0,1,1,0.9912623910228051,Muito Alto
30,59000,4.0,4000,8.94,0.07,7,0.0677966101694915,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0.22821464163084235,Baixo
25,30000,4.0,5000,7.9,0.17,3,0.1666666666666666,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.19203672717757914,Muito Baixo
28,40000,1.0,1700,13.48,0.04,9,0.0425,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0.04652883465748709,Muito Baixo
24,28800,5.0,5500,13.48,0.19,3,0.1909722222222222,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0.10080071630058994,Muito Baixo
25,56950,9.0,5000,13.92,0.07,4,0.0877963125548726,1,3,0,0,0,0,1,0,0,0,1,0,0,1,1,0.8348068956566906,Muito Alto
24,20352,3.0,7750,6.91,0.38,3,0.3807979559748428,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0002583467399832033,Muito Baixo
23,60000,0.0,15600,12.69,0.26,4,0.26,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0632080304933372,Muito Baixo
28,49000,4.0,7000,7.51,0.14,8,0.1428571428571428,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.19369368802668624,Muito Baixo
22,85000,0.0,10000,7.66,0.12,3,0.1176470588235294,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.009820412450006259,Muito Baixo
26,89000,10.0,8000,10.99,0.09,2,0.0898876404494382,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0.08398003253075619,Muito Baixo
23,36000,3.0,15000,14.59,0.42,4,0.4166666666666667,1,4,0,0,0,0,1,0,0,0,0,0,1,1,1,0.9944029632237594,Muito Alto
29,48000,4.0,5000,5.99,0.1,8,0.1041666666666666,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.12035663141190682,Muito Baixo
21,18000,5.0,1800,6.62,0.1,3,0.1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.3082813462627368,Baixo
31,29000,5.0,1500,12.29,0.05,6,0.0517241379310344,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0.3668060497105428,Baixo
23,54000,7.0,16000,16.32,0.3,3,0.2962962962962963,1,5,0,0,1,0,0,0,0,1,0,0,0,1,1,0.9921184084877218,Muito Alto
22,96000,3.0,5000,10.99,0.05,4,0.0520833333333333,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0006477796934496961,Muito Baixo
36,48000,8.0,12150,5.79,0.25,14,0.253125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.012296898666614884,Muito Baixo
34,60000,5.0,7000,12.53,0.12,10,0.1166666666666666,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0.09767717174329525,Muito Baixo
28,54989,1.0,9000,10.99,0.16,8,0.1636690974558548,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0907358983817952,Muito Baixo
24,100000,8.0,5625,6.99,0.06,4,0.05625,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.00705465729482696,Muito Baixo
30,75000,2.0,21000,14.35,0.28,5,0.28,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0.16557710965616024,Muito Baixo
34,48000,2.0,10000,7.14,0.21,10,0.2083333333333333,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.024964012702042147,Muito Baixo
25,57000,5.0,13000,8.9,0.23,2,0.2280701754385964,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0536517477544047,Muito Baixo
27,34000,0.0,5600,15.96,0.16,10,0.1647058823529411,1,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0.4538940788670204,Moderado
21,30000,0.0,4200,6.92,0.14,4,0.14,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.05017119564515621,Muito Baixo
21,36000,2.0,6000,11.86,0.17,3,0.1666666666666666,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.09057664803374868,Muito Baixo
31,59534,5.0,15000,15.21,0.25,10,0.2519568649847146,1,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0.18558407058971602,Muito Baixo
38,31200,6.0,5850,13.49,0.19,11,0.1875,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0.14392146227493746,Muito Baixo
28,35004,7.0,4000,11.49,0.11,10,0.1142726545537652,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0006446787456708569,Muito Baixo
25,39500,2.0,10000,5.99,0.25,2,0.2531645569620253,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.039083554213001234,Muito Baixo
23,100000,2.0,14000,6.17,0.14,4,0.14,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.008276963228488747,Muito Baixo
24,32000,1.0,6000,13.49,0.19,3,0.1875,1,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0.957188619668787,Muito Alto
24,108000,5.0,9950,14.96,0.09,4,0.0921296296296296,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0.07672373958262439,Muito Baixo
33,41000,2.0,6500,7.51,0.16,7,0.1585365853658536,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0011262132252227261,Muito Baixo
29,39432,6.0,8000,11.86,0.2,6,0.2028809089064719,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2407034504688244,Baixo
42,82000,10.0,12000,13.24,0.15,13,0.1463414634146341,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0.1422712070078328,Muito Baixo
29,34999,8.0,6250,15.95,0.18,9,0.1785765307580216,1,4,1,1,0,0,0,1,0,0,0,0,0,1,1,0.992064067083441,Muito Alto
32,24000,2.0,12000,7.49,0.5,8,0.5,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0.9955988039151934,Muito Alto
25,125000,9.0,12000,9.91,0.1,3,0.096,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.04112675638084024,Muito Baixo
26,30000,5.0,8000,12.99,0.27,2,0.2666666666666666,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0.36329243243532305,Baixo
22,78400,2.0,5000,17.49,0.06,3,0.0637755102040816,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0.2879415859356417,Baixo
27,130000,1.0,21000,10.62,0.16,7,0.1615384615384615,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0.05005574058441096,Muito Baixo
33,24000,2.0,3000,6.62,0.13,9,0.125,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.030898817244826814,Muito Baixo
26,98000,5.0,12000,8.49,0.12,3,0.1224489795918367,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.03179435666721703,Muito Baixo
32,71000,2.0,15000,15.95,0.21,9,0.2112676056338028,1,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0.9010368877264441,Muito Alto
26,32000,2.0,6500,14.22,0.2,2,0.203125,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0.15379364674936002,Muito Baixo
35,38000,3.0,8000,10.99,0.21,9,0.2105263157894736,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0024128352803332513,Muito Baixo
33,63600,4.0,8500,13.23,0.13,8,0.1336477987421383,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0.2833583151158484,Baixo
26,99100,2.0,7000,7.49,0.07,3,0.0706357214934409,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.016780063065899464,Muito Baixo
26,260000,10.0,28000,10.99,0.11,3,0.1076923076923077,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0015624855148362131,Muito Baixo
26,72600,3.0,4500,7.74,0.06,3,0.0619834710743801,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0008747505330113634,Muito Baixo
24,102996,3.0,20000,6.91,0.19,4,0.1941822983416831,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0003066361946266797,Muito Baixo
28,70000,1.0,12000,14.27,0.17,6,0.1714285714285714,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0.11834075880093778,Muito Baixo
38,83000,3.0,22250,23.22,0.27,12,0.2680722891566265,1,7,1,0,0,0,1,0,0,1,0,0,0,1,1,0.9666541644569177,Muito Alto
38,40000,5.0,10000,5.99,0.25,17,0.25,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.010517691861856821,Muito Baixo
21,35000,5.0,1500,9.63,0.04,2,0.0428571428571428,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.04641364800345874,Muito Baixo
22,71760,6.0,15500,7.88,0.22,2,0.2159977703455964,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.030609845749457992,Muito Baixo
25,84000,3.0,10000,13.48,0.12,4,0.119047619047619,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0.053992277966403004,Muito Baixo
22,72000,6.0,15000,11.58,0.21,2,0.2083333333333333,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0014940896851660531,Muito Baixo
